hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,is_corrected
400014,2021/04/23,PR,400014,BELLA VISTA HOSPITAL,CARR 349 KM 2 7 CERRO LAS MESAS,MAYAGUEZ,00681,Short Term,72097,true,224,143.6,143.6,48.9,48.3,-999999,-999999,0,0,157.6,9,9,5.4,5.4,-999999,-999999,-999999,0,0,1568,1005,1005,342,338,26,24,0,0,1103,63,63,38,38,-999999,-999999,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,-999999,0,0,0,0,0,0,64,-999999,-999999,0,0,0,0,0,0,0,0,0,246,-999999,,[C400014-A],7,7,7,7,,,,,,,false
400005,2021/04/23,PR,400005,HIMA SAN PABLO HUMACAO,CALLE FONT MARTELO #3,HUMACAO,00791,Short Term,72069,true,105,34,34,24.7,23.6,0,0,0,0,48,6.1,6.1,5.1,5.1,0,0,0,0,0,735,238,238,173,165,0,0,0,0,336,43,43,36,36,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,198,0,,[C400005-A],7,7,7,7,,,,,,,false
400087,2021/04/30,PR,400087,HOSPITAL DR CAYETANO COLL Y TOSTE,CARRETERA 129 KM.1 AVENIDA SAN LUIS,ARECIBO,00613,Short Term,72013,true,230,128.4,128.4,103,86.3,10.9,10.9,-999999,-999999,190.6,23.7,8,13.6,7.6,-999999,0,-999999,0,-999999,1610,899,899,721,604,76,76,10,10,1334,166,56,95,53,24,0,11,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,22,4,0,-999999,0,0,0,-999999,0,-999999,0,0,410,-999999,,[C400087-A],7,7,7,7,,,,,,,false
400126,2021/05/07,PR,400126,HOSPITAL METROPOLITANO SAN GERMAN,CALLE JAVILLA  #8 AL COSTADO PARQUE DE BOMBAS,SAN GERMAN,00683,Short Term,72125,true,82,60.4,60.4,37.3,35.4,-999999,-999999,0,0,72.4,6,6,4.1,4.1,-999999,-999999,0,0,0,574,423,423,261,248,18,14,0,0,507,42,42,29,29,8,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,-999999,-999999,0,0,0,0,0,119,-999999,0,-999999,0,0,-999999,0,0,0,0,0,413,0,,[C400126-A],7,7,7,7,,,,,,,false
400013,2021/04/23,PR,400013,HOSPITAL MENONITA DE CAYEY,BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14,CAYEY,00737,Short Term,72035,true,262,205,205,165.1,156.4,17.6,17.1,0,0,225,22.3,7.3,12.4,6.6,-999999,0,-999999,0,-999999,1834,1435,1435,1156,1095,123,120,0,0,1575,156,51,87,46,11,0,21,0,-999999,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,0,-999999,-999999,5,7,-999999,-999999,-999999,-999999,0,223,-999999,0,0,0,0,0,0,0,-999999,0,0,690,-999999,,[C400013-A],7,7,7,7,,,,,,,false
400022,2021/04/23,PR,400022,HOSPITAL DAMAS INC,PONCE BY PASS #2213,PONCE,00717,Short Term,72113,true,331,141.6,141.6,70.4,70.4,-999999,-999999,0,0,147.6,32,25,16,15.3,-999999,-999999,0,0,0,2317,991,991,493,493,27,23,0,0,1033,224,175,112,107,16,13,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,-999999,0,0,0,0,0,0,0,11,-999999,0,0,0,0,0,-999999,0,0,0,0,457,0,,[C400022-A],7,7,7,7,,,,,,,false
400044,2021/04/30,PR,400044,SAN LUKE'S MEMORIAL HOSPITAL INC,TITO CASTRO AVE #917,PONCE,00733,Short Term,72113,true,427,306.2,306.2,197.7,169.8,12.3,7.8,-999999,-999999,352.2,65.3,37,46.5,27.7,5,5.2,-999999,0,-999999,2562,1837,1837,1186,1019,74,47,-999999,-999999,2113,392,222,279,166,30,31,5,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,-999999,0,0,0,0,0,0,-999999,0,0,0,23,6,0,0,0,-999999,-999999,0,0,-999999,-999999,0,588,0,,[C400044-A],6,6,6,6,,,,,,,false
400007,2021/05/07,PR,400007,RYDER MEMORIAL HOSPITAL INC,355 AVE FONT MARTELO,HUMACAO,00791,Short Term,72069,true,167,131.6,131.6,56.1,49.1,8.6,8.6,0,0,165.9,14.1,8.1,7.7,-999999,-999999,-999999,0,0,0,1169,921,921,393,344,60,60,0,0,1161,99,57,54,27,10,9,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,-999999,0,0,0,105,4,0,0,0,0,0,0,4,0,0,0,315,0,,[C400007-A],7,7,7,7,,,,,,,false
400130,2021/04/23,PR,400130,HOSPITAL METROPOLITANO DE LA MONTANA,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,BDA NUEVA,00641,Short Term,72141,true,90,42.4,42.4,34.6,34.6,0,0,0,0,42.4,0,0,0,0,0,0,0,0,0,630,297,297,242,242,0,0,0,0,297,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,184,0,,[C400130-A],7,7,7,7,,,,,,,false
df2363988746840134806aa7b2accf9c89259601776986d49f0c579f6d84532e,2021/04/16,PR,,Hospital San Antonio,"#18 Norte, Calle Dr",Mayagüez,00680,Short Term,,false,75,35.1,35.1,20.4,12.3,-999999,-999999,-999999,-999999,58.3,13.4,4,4.3,-999999,0,0,0,0,0,525,246,246,143,86,12,-999999,9,-999999,408,94,28,30,9,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,-999999,0,0,0,0,0,0,0,119,-999999,0,-999999,0,-999999,0,-999999,0,0,0,-999999,185,0,,,7,7,7,7,,,,,,,false
400134,2021/05/07,PR,400134,SAN JORGE CHILDRENS HOSPITAL INC,258 SAN JORGE STREET,SAN JUAN,00912,Short Term,72127,true,167,14.9,14.9,49.1,4.9,-999999,-999999,-999999,-999999,109.1,6.6,0,-999999,0,0,0,-999999,0,-999999,1169,104,104,344,34,-999999,-999999,17,10,764,46,0,14,0,0,0,9,0,-999999,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,-999999,0,0,0,0,0,0,0,-999999,83,0,0,0,0,0,0,0,0,0,0,-999999,327,5,,[C400134-A],7,7,7,7,,,,,,,false
400112,2021/04/02,PR,400112,"HOSPITAL UPR, DR  FEDERICO TRILLA",CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021,CAROLINA,00984,Short Term,72031,true,337,283.6,258.7,210.1,190.4,15.9,14.6,0,0,297.4,20,11.4,12.7,9.7,-999999,0,0,0,0,2359,1985,1811,1471,1333,111,102,0,0,2082,140,80,89,68,6,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,-999999,48,36,87,123,81,117,120,0,0,103,2399,105,258,226,320,370,346,282,492,0,0,1071,0,,"[C400112-B, C400112-A]",7,7,7,7,,,,,,,true
400114,2021/04/02,PR,400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,CALLE HERNANDEZ CARRION URB ATENAS,MANATI,00674,Short Term,72091,true,301,230.9,230.9,152.4,129.6,14.1,12.6,0,0,283.7,14.3,10.9,13.7,10.3,-999999,-999999,-999999,0,0,2107,1616,1616,1067,907,99,88,0,0,1986,100,76,96,72,12,8,5,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,276,23,-999999,-999999,0,4,-999999,-999999,-999999,8,0,0,729,0,,[C400114-A],7,7,7,7,,,,,,,false
400016,2021/04/16,PR,400016,AUXILIO MUTUO HOSPITAL,PONCE DE LEON AVENUE STOP 37 1/2,HATO REY,00918,Short Term,72127,true,659,375.9,375.9,296.4,271.4,40.4,38,-999999,0,454.7,69.4,40.4,40.9,36.3,11.1,11,-999999,0,0,4613,2631,2631,2075,1900,283,266,-999999,0,3183,486,283,286,254,78,77,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25,0,0,-999999,6,6,-999999,6,-999999,0,0,0,11,0,0,-999999,-999999,-999999,-999999,-999999,-999999,0,-999999,850,-999999,,[C400016-A],7,7,7,7,,,,,,,false
400128,2021/04/02,PR,400128,"HOSPITAL PAVIA HATO REY, INC",AVE PONCE DE LEON 435,HATO REY,00919,Short Term,72127,true,242,115.9,115.9,58.4,56.7,-999999,-999999,0,0,117.6,6.3,6,-999999,-999999,0,0,0,0,0,1694,811,811,409,397,9,-999999,0,0,823,44,42,26,24,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,-999999,0,0,0,0,11,5,0,0,-999999,0,-999999,-999999,0,0,0,0,260,0,,[C400128-A],7,7,7,7,,,,,,,false
400105,2021/04/16,PR,400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,LAUREL AVE SANTA JUANITA #100,BAYAMON,00956,Short Term,72021,true,415,117.3,117.3,34.3,34.3,9.9,9.4,0,0,117.3,8,8,5.4,5.4,5.1,0,0,0,0,2905,821,821,240,240,69,66,0,0,821,56,56,38,38,36,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,-999999,-999999,-999999,0,-999999,-999999,0,0,0,38,6,0,-999999,0,-999999,0,0,0,0,-999999,0,309,0,,[C400105-A],7,7,7,7,,,,,,,false
400044,2021/04/02,PR,400044,SAN LUKE'S MEMORIAL HOSPITAL INC,TITO CASTRO AVE #917,PONCE,00733,Short Term,72113,true,427,305,305,165.6,141.4,-999999,-999999,0,0,351,64.9,36.9,37.3,20.3,-999999,-999999,-999999,0,0,2989,2135,2135,1159,990,23,20,0,0,2457,454,258,261,142,14,14,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,-999999,0,0,0,0,0,0,15,-999999,0,0,-999999,0,0,0,-999999,0,0,0,799,0,,[C400044-A],7,7,7,7,,,,,,,false
400021,2021/04/09,PR,400021,HOSPITAL DE LA CONCEPCION,ROAD NUMBER 2 KM 173.4 CAIN ALTO,SAN GERMAN,00683,Short Term,72125,true,187,142.6,142.6,105.7,103.9,5.6,-999999,0,0,152.3,26.9,12,15.7,11,-999999,-999999,0,0,0,1309,998,998,740,727,39,24,0,0,1066,188,84,110,77,10,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,-999999,0,0,-999999,0,35,6,0,0,-999999,-999999,-999999,0,-999999,0,0,0,596,0,,[C400021-A],7,7,7,7,,,,,,,false
400019,2021/04/02,PR,400019,HOSPITAL PAVIA SANTURCE,CALLE PROFESOR AUGUSTO RODRIGUEZ #1462,FERNANDEZ JUNCOS,00910,Short Term,72127,true,247,130,130,103.6,103.6,7.3,6.3,0,0,130,23,19,14.1,14.1,-999999,-999999,0,0,0,1729,910,910,725,725,51,44,0,0,910,161,133,99,99,7,8,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0,0,0,-999999,-999999,-999999,-999999,-999999,0,0,69,7,0,0,0,0,0,4,0,-999999,0,0,321,0,,[C400019-A],7,7,7,7,,,,,,,false
400111,2021/04/09,PR,400111,HOSPITAL SAN CARLOS BORROMEO,CALLE CONCEPCION VERA AYALA #550 S,MOCA,00676,Short Term,72099,true,108,102.7,102.7,36,36,-999999,-999999,0,0,102.7,8,8,5.1,5.1,-999999,-999999,0,0,0,756,719,719,252,252,14,8,0,0,719,56,56,36,36,14,14,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,-999999,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,463,0,,[C400111-A],7,7,7,7,,,,,,,false
400122,2021/04/02,PR,400122,PROFESSIONAL HOSPITAL GUAYNABO INC,8 AVE LAS CUMBRES,GUAYNABO,00969,Short Term,72061,true,54,53.4,53.4,18.1,18.1,-999999,0,0,0,53.4,9.3,9.3,-999999,-999999,-999999,0,0,0,0,378,374,374,127,127,12,0,0,0,374,65,65,26,26,12,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,,[C400122-A],7,7,7,7,,,,,,,false
36db6bad3679dfdcccc301fc608438109ad907943c702fb3d57dc50cb7b5ba0b,2021/03/26,PR,,CDT Susana Centeno,,,00765,Short Term,,false,7,4.7,4.7,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,49,33,33,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,POINT (-66.414655 18.215692),,7,7,7,7,,,,,,,false
400015,2021/04/16,PR,400015,SAN JUAN MUNICIPAL HOSPITAL,"BARRIO MONACILLOS,CENTRO MEDICO",RIO PIEDRAS,00936,Short Term,72127,true,450,87,87,68.9,56.6,6,4.9,0,0,110,19.9,7.9,8.6,-999999,-999999,-999999,0,0,0,3150,609,609,482,396,42,34,0,0,770,139,55,60,23,13,6,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,-999999,-999999,-999999,0,0,0,0,0,20,5,-999999,0,-999999,-999999,0,-999999,0,0,0,0,112,0,,[C400015-A],7,7,7,7,,,,,,,false
400117,2021/04/02,PR,400117,HOSPITAL DR SUSONI INC,55 PALM ST,ARECIBO,00614,Short Term,72013,true,138,124.1,124.1,75,75,4.6,4.1,0,0,124.1,6.3,6.1,5.3,5.3,0,0,0,0,0,966,869,869,525,525,32,29,0,0,869,44,43,37,37,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,-999999,-999999,-999999,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,316,0,,[C400117-A],7,7,7,7,,,,,,,false
400087,2021/04/09,PR,400087,HOSPITAL DR CAYETANO COLL Y TOSTE,CARRETERA 129 KM.1 AVENIDA SAN LUIS,ARECIBO,00613,Short Term,72013,true,230,126.4,126.4,119.6,95.9,11.4,11.1,-999999,-999999,192,24,8,18.6,7.9,-999999,0,-999999,0,0,1610,885,885,837,671,80,78,8,8,1344,168,56,130,55,18,0,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,31,12,0,0,-999999,-999999,6,0,0,-999999,0,-999999,438,0,,[C400087-A],7,7,7,7,,,,,,,false
400022,2021/04/16,PR,400022,HOSPITAL DAMAS INC,PONCE BY PASS #2213,PONCE,00717,Short Term,72113,true,331,147.1,147.1,81.3,81.3,-999999,-999999,0,0,153.1,32,25,14.7,11.3,-999999,-999999,0,0,0,2317,1030,1030,569,569,13,8,0,0,1072,224,175,103,79,-999999,-999999,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,-999999,0,0,-999999,0,-999999,0,0,398,0,,[C400022-A],7,7,7,7,,,,,,,false
400114,2021/04/16,PR,400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,CALLE HERNANDEZ CARRION URB ATENAS,MANATI,00674,Short Term,72091,true,301,224,224,157.9,131.9,16.9,16.9,-999999,-999999,278.7,17.7,11.1,17.3,10.7,-999999,-999999,-999999,0,-999999,2107,1568,1568,1105,923,118,118,4,4,1951,124,78,121,75,15,-999999,8,0,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,63,6,0,0,-999999,0,-999999,0,-999999,-999999,0,0,700,-999999,,[C400114-A],7,7,7,7,,,,,,,false
400021,2021/04/02,PR,400021,HOSPITAL DE LA CONCEPCION,ROAD NUMBER 2 KM 173.4 CAIN ALTO,SAN GERMAN,00683,Short Term,72125,true,187,141.6,141.6,106.7,106.7,6,4.1,0,0,150.7,27,12,16.3,11.6,-999999,-999999,0,0,0,1309,991,991,747,747,42,29,0,0,1055,189,84,114,81,9,9,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,-999999,-999999,-999999,0,0,0,0,39,9,0,0,-999999,-999999,-999999,-999999,0,-999999,-999999,0,685,0,,[C400021-A],7,7,7,7,,,,,,,false
400061,2021/04/09,PR,400061,HOSPITAL UNIVERSITARIO DE ADULTO,BARRIO MONACILLOS CENTROMEDICO,RIO PIEDRAS,00927,Short Term,72127,true,390,193.6,193.6,154.6,154.6,-999999,-999999,0,0,193.6,25.9,25.9,21.7,21.7,0,0,0,0,0,2730,1355,1355,1082,1082,-999999,-999999,0,0,1355,181,181,152,152,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,144,0,,[C400061-A],7,7,7,7,,,,,,,false
df2363988746840134806aa7b2accf9c89259601776986d49f0c579f6d84532e,2021/03/26,PR,,Hospital San Antonio,"#18 Norte, Calle Dr",Mayagüez,00680,Short Term,,false,75,34.4,34.4,15.9,8.6,0,0,-999999,-999999,56.7,13.6,4,-999999,-999999,0,0,0,0,0,525,241,241,111,60,0,0,6,-999999,397,95,28,18,5,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,-999999,184,0,,,7,7,7,7,,,,,,,false
400118,2021/04/09,PR,400118,"DOCTORS' CENTER HOSPITAL, INC","MARGINAL CARRETERA NO 2, KM 47 7",MANATI,00674,Short Term,72091,true,270,215.7,215.7,200.1,181.1,20.6,19.3,-999999,0,246.4,13,13,12.3,12.3,-999999,-999999,-999999,0,0,1890,1510,1510,1401,1268,144,135,-999999,0,1725,91,91,86,86,15,12,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,-999999,0,-999999,0,-999999,-999999,0,0,-999999,17,10,0,-999999,0,0,4,-999999,-999999,-999999,-999999,0,874,0,,[C400118-A],7,7,7,7,,,,,,,false
400124,2021/04/09,PR,400124,CENTRO CARDIOVASCULAR,"AVENIDA AMERICO MIRANDA, ENTRADA PRINCIPAL CM",RIO PIEDRAS,00936,Short Term,72127,true,202,107.6,107.6,67,63.7,-999999,0,0,0,117.7,49.1,39.7,24.3,21,0,0,0,0,0,1414,753,753,469,446,-999999,0,0,0,824,344,278,170,147,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,-999999,-999999,0,0,0,0,-999999,0,0,0,0,0,132,0,,[C400124-A],7,7,7,7,,,,,,,false
400124,2021/04/16,PR,400124,CENTRO CARDIOVASCULAR,"AVENIDA AMERICO MIRANDA, ENTRADA PRINCIPAL CM",RIO PIEDRAS,00936,Short Term,72127,true,202,109.6,109.6,71.4,68.7,0,0,0,0,119.7,50,40,20.3,17.7,0,0,0,0,0,1414,767,767,500,481,0,0,0,0,838,350,280,142,124,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,,[C400124-A],7,7,7,7,,,,,,,false
400104,2021/04/16,PR,400104,HOSPITAL MENONITA CAGUAS INC,CARR 172  EXIT 21 URB TURABO GARDENS,CAGUAS,00725,Short Term,72025,true,373,202.4,202.4,177.1,168.9,19.3,19.3,0,0,224,20.7,13.4,11.4,9,-999999,-999999,0,0,0,2611,1417,1417,1240,1182,135,135,0,0,1568,145,94,80,63,23,4,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,0,-999999,0,0,168,-999999,0,0,0,0,0,0,0,0,-999999,0,924,0,,[C400104-A],7,7,7,7,,,,,,,false
400087,2021/04/02,PR,400087,HOSPITAL DR CAYETANO COLL Y TOSTE,CARRETERA 129 KM.1 AVENIDA SAN LUIS,ARECIBO,00613,Short Term,72013,true,230,127.3,127.3,110,89.4,9.3,8.9,-999999,-999999,192.6,24,7.9,15.4,7.7,-999999,0,0,0,0,1610,891,891,770,626,65,62,8,5,1348,168,55,108,54,13,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,17,9,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,-999999,465,0,,[C400087-A],7,7,7,7,,,,,,,false
400010,2021/04/02,PR,400010,HOSPITAL GENERAL DE CASTANER,CARR 135 KM 64 2,CASTANER,00631,Short Term,72081,true,33,15.1,15.1,-999999,-999999,0,0,0,0,18.1,0,0,0,0,0,0,0,0,0,231,106,106,27,27,0,0,0,0,127,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,204,0,,[C400010-A],7,7,7,7,,,,,,,false
400011,2021/04/16,PR,400011,"HOSPITAL MENONITA HUMACAO, INC",300  AVE FONT MARTELLO,HUMACAO,00792,Short Term,72069,true,71,48.4,48.4,51.4,43.4,7.7,7.3,0,0,65.3,4,4,-999999,-999999,-999999,0,0,0,0,497,339,339,360,304,54,51,0,0,457,28,28,25,25,-999999,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,75,-999999,0,0,0,0,0,-999999,0,0,0,0,450,0,,"[C400011-B, C400011-A]",7,7,7,7,,,,,,,false
400015,2021/04/02,PR,400015,SAN JUAN MUNICIPAL HOSPITAL,"BARRIO MONACILLOS,CENTRO MEDICO",RIO PIEDRAS,00936,Short Term,72127,true,450,73.3,73.3,47.7,36.7,-999999,-999999,0,0,96.3,19,7,8.4,-999999,0,0,0,0,0,3150,513,513,334,257,5,-999999,0,0,674,133,49,59,24,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,-999999,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,128,0,,[C400015-A],7,7,7,7,,,,,,,false
